Case Number,Status,Source,Incident Date,Incident Time,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Lure Animal,Lure Candy,Lure Money,Lure Ride,Lure Other,Lure Other Detail,How Got Away,How Got Away Detail,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Approximate Age 1,Child Approximate Age 2,Child Approximate Age 3,Child Approximate Age 4,Child Approximate Age 5,Child Approximate Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Offender Race 1,Offender Race 2,Offender Race 3,Vehicle Type,Vehicle Color
1274411,Closed,Internet,08/10/16,12:00 AM,Main St,Marcus,IA,51035,Cherokee,0,0,0,0,-1,Parents sent,Ran Away,,571267,571269,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Female,,,Unknown,,,White,,,,White
1274414,Closed,Internet,08/09/16,4:00 PM,1250 N Commerce Dr,Saratoga Springs,UT,84045,Utah,0,0,0,0,-1,None,Ran Away,,571271,,,,,,White,,,,,,Male,,,,,,9,,,,,,Male,,,Unknown,,,White,,,,Tan
1274619,Closed,Internet,08/09/16,12:00 PM,Dairy Rd,Tamaqua,PA,18252,Schuylkill,0,0,0,0,-1,None,Ran Away,,571545,,,,,,White,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,Unknown,,,Sport Utility,Dark
1274621,Closed,Internet,08/12/16,3:50 PM,Pauba Rd & Linfield Way,Temecula,CA,92592,Riverside,0,0,-1,0,-1,Directions,Adult/Child Intervened,The child refused.,571551,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,White,,,,
1274625,Closed,Internet,08/08/16,12:00 AM,Unknown,Tamarac,FL,33319,Broward,0,0,0,0,-1,Questions,Fought/Broke Free,,571555,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,,,,Black,,,,
1274634,Closed,Internet,08/08/16,12:00 AM,40 Delaware Ave,Albany,NY,12210,Albany,0,0,0,0,-1,None,Unknown,,571571,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1274643,Closed,Internet,08/14/16,12:00 AM,800 Quietwater Beach Rd,Gulf Breeze,FL,32561,Santa Rosa,0,0,-1,0,0,,Adult/Child Intervened,,571582,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1274701,Closed,Internet,08/15/16,3:30 PM,800 Lark Ave,Placentia,CA,92870,Orange,0,0,0,0,-1,None,Fought/Broke Free,Screamed for help; Adults intervened,571653,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,Black,,,,
1274733,Closed,Internet,05/27/16,7:30 PM,1300 S 60th Ct,Cicero,IL,60804,Cook,0,0,0,0,-1,Conversation; Questions; Cigar,Other,Suspect left the area,571692,571693,,,,,Unknown,Unknown,,,,,Female,Female,,,,,12,14,,,,,Male,,,,,,Black,,,,
1274809,Closed,Internet,08/10/16,3:10 PM,5100 N Ridgeway Ave,Chicago,IL,60625,Cook,0,0,0,0,-1,Conversation,Other,Child walked away,571797,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,30-35,,,Unknown,,,,
1274815,Closed,Internet,08/15/16,12:00 AM,S Zuni St & W Wesley Ave,Englewood,CO,80219,Denver,0,0,0,0,-1,None,Unknown,,571803,571805,,,,,Unknown,Unknown,,,,,Male,Unknown,,,,,Unknown,Unknown,,,,,Male,,,20-30,,,White,,,,
1274821,Closed,Internet,08/12/16,12:00 AM,15050 Q St,Omaha,NE,68137,Douglas,0,0,0,0,-1,Question,Unknown,,571815,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Truck,Black
1274822,Closed,Internet,08/15/16,12:00 AM,15050 Q St,Omaha,NE,68137,Douglas,0,0,0,0,-1,Question,Unknown,,571816,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Truck,Black
1274885,Closed,Internet,08/14/16,6:19 PM,1000 High Bluff St,Dubuque,IA,52001,Dubuque,-1,0,0,0,0,,Ran Away,,571921,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Unknown,,,Unknown,,,,
1274902,Closed,Internet,08/17/16,12:00 AM,6000 Stonewall Jackson Rd,Orlando,FL,32807,Orange,0,0,0,0,-1,None,Adult/Child Intervened,Pulled away,571941,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,,,,Hispanic,,,,
1275077,Closed,Internet,08/12/16,12:00 AM,226 Quincy Ave,Braintree,MA,02184,Norfolk,0,0,0,0,-1,None,Adult/Child Intervened,,572187,,,,,,Unknown,,,,,,Male,,,,,,1,,,,,,Male,,,,,,White,,,,
1275093,Closed,Internet,08/03/16,12:00 AM,Ridge Crossing,Augusta,GA,30907,Columbia,0,0,0,0,-1,None,Fought/Broke Free,Ran away,572212,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,20-29,,,Black,,,"Sedan, 4 door",Gray
1275101,Closed,Internet,08/18/16,12:00 AM,Wesleyan Dr,Woodstock,GA,30189,Cherokee,0,-1,0,0,-1,Invitation,Unknown,,572224,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,White,,,,
1275110,Closed,Internet,08/15/16,1:30 PM,Unknown,Tampa,FL,,Hillsborough,0,0,0,0,-1,None,Unknown,,572235,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,Hispanic,,,,
1275113,Closed,Internet,08/18/16,6:30 AM,N Florida Ave & E 131st Ave,Tampa,FL,33612,Hillsborough,0,0,0,0,-1,None,Unknown,,572238,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1275118,Closed,Internet,08/17/16,12:00 AM,8001 Orange Blossom Trail,Orlando,FL,32809,Orange,0,0,0,0,-1,None,Adult/Child Intervened,,572244,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,White,,,,
1275158,Closed,Internet,08/09/16,6:30 PM,Lady Slipper Rd,Bridgewater,MA,02324,Plymouth,0,0,0,0,-1,Game,Ran Away,Refused,572297,572298,572299,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,11,11,,,,Male,,,20-29,,,Black,,,Van,Black
1275245,Closed,Internet,08/14/16,12:00 AM,2281 N Zaragoza Rd,El Paso,TX,79938,El Paso,0,0,0,0,-1,None,Ran Away,Suspect also ran away,572415,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,,,,Unknown,,,,
1275249,Closed,Internet,08/20/16,8:30 PM,Allison's St,Lewis Center,OH,43035,Delaware,0,-1,0,0,-1,Questions,Ran Away,Screamed,572420,572425,,,,,Unknown,Unknown,,,,,Female,Female,,,,,9,9,,,,,Male,,,Unknown,,,Unknown,,,,Gray
1275257,Closed,Internet,08/21/16,6:10 PM,1400 Woodlawn Rd,Glenview,IL,60025,Cook,0,0,0,-1,-1,Question,Ran Away,Refused,572432,572442,572443,572444,572445,,Unknown,Unknown,Unknown,Unknown,Unknown,,Female,Female,Female,Female,Female,,Unknown,Unknown,Unknown,Unknown,Unknown,,Male,,,50-55,,,White,,,,Gray
1275609,Closed,Internet,08/18/16,4:30 PM,1200 Burnside Pl,Dupont,WA,98327,Pierce,0,0,0,0,-1,None,Fought/Broke Free,,572950,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,25-29,,,White,,,,
1275615,Closed,Internet,08/25/16,7:10 PM,1300 Baxter St,St. Paul,NE,68873,Howard,0,0,0,0,-1,None,Unknown,,572957,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,Unknown,,,Van,
1275622,Closed,Internet,08/29/16,7:00 AM,E 41st St & S 129th East Ave,Tulsa,OK,74146,Tulsa,0,-1,0,0,0,,Fought/Broke Free,Declined; Ran away,572964,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,40-49,,,White,,,,
1275626,Closed,Internet,08/29/16,6:00 PM,709 E Main St,Floyd,VA,24091,Floyd,0,0,0,0,-1,Impersonation,Ignored/Refused,Child left the area,573003,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,40-49,,,White,,,Van,White
1275631,Closed,Internet,08/25/16,12:00 AM,E Sixth St & Elm Tree Ln,Lexington,KY,40508,Fayette,0,0,0,0,-1,Questions,Adult/Child Intervened,,572979,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1275639,Closed,Internet,08/17/16,12:00 AM,8400 Old Hwy 13,Waverly,TN,37185,Humpreys,0,0,0,0,-1,None,Adult/Child Intervened,,572990,573311,,,,,Unknown,Unknown,,,,,Male,Unknown,,,,,4,Unknown,,,,,Male,,,,,,White,,,,
1275707,Closed,Internet,08/23/16,8:00 PM,S Findlay St,Seattle,WA,98108,King,0,0,0,0,-1,Unknown,Unknown,,573082,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,50-59,,,Asian,,,Sport Utility,Black
1275711,Closed,Internet,08/27/16,6:00 AM,South Park Ave & Alabama St,Buffalo,NY,14204,Erie,0,0,0,0,-1,Unknown,Ran Away,,573086,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,,,,Black,,,Truck,
1275728,Closed,Internet,08/30/16,2:50 PM,550 N Progress Ave,Harrisburg,PA,17109,Dauphin,0,0,0,0,-1,None,Other,Child walked away,573108,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,30-39,,,Hispanic,,,Van,White
1275731,Closed,Internet,08/26/16,7:30 PM,255 Peppers Ferry Rd NE,Christiansburg,VA,24073,Montgomery,0,0,0,0,-1,None,Other,,573112,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Pickup Truck,
1275779,Closed,Internet,08/31/16,12:00 AM,Lakeshore Dr & Altamont Ct,Lexington,KY,40502,Fayette,0,0,-1,0,-1,Question,Ignored/Refused,Ran away,573186,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,Red
1275784,Closed,Internet,08/26/16,12:00 AM,4000 McCain Blvd,North Little Rock,AR,72116,Pulaski,0,0,0,0,-1,None,Other,The child reported the incident to her grandmother.,573192,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1275788,Closed,Internet,08/27/16,9:00 PM,2500 E Broadway Ave,Bismarck,ND,58501,Burleigh,0,0,0,0,-1,None,Unknown,,573194,,,,,,Unknown,,,,,,Unknown,,,,,,7 months,,,,,,Male,,,,,,Am. Ind.,,,,
1275791,Closed,Internet,08/20/16,12:00 AM,Brisco Ave & Love Dr,O'Fallon,MO,63366,St. Charles,0,0,-1,0,0,,Unknown,,573198,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1275809,Closed,Internet,08/25/16,12:00 AM,4530 28th Ct,Vero Beach,FL,32967,Indian River,0,0,0,0,-1,None,Fought/Broke Free,Ran away; Police intervention,573219,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,,,,Black,,,,
1275828,Closed,Internet,08/24/16,8:10 AM,28th Avenue Southwest,Naples,FL,34116,Collier,0,0,0,0,-1,None,Ran Away,,573240,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,30-40,,,Black,,,"Sedan, 4 door",Black
1275834,Closed,Internet,08/31/16,12:00 AM,715 Sandy Ct,Altamonte Springs,FL,32714,Seminole,0,0,0,0,-1,Question,Ran Away,Screamed,573247,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,"Blue, Dark"
1276023,Closed,Internet,08/31/16,12:00 AM,E Limestone St & S Booth St,Mart,TX,76664,McLennan,0,0,0,-1,-1,Question,Ignored/Refused,Broke free; Ran away,573527,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,Black
1276027,Closed,Internet,09/01/16,12:00 AM,Jenny Ct,Florence,KY,41042,Boone,0,0,0,0,-1,Waved,Adult/Child Intervened,,573532,,,,,,White,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,Unknown,,,Pickup Truck,Red
1276063,Closed,Internet,09/05/16,8:00 PM,5500 S Canterbury Ln,Lincoln,NE,68512,Lancaster,0,0,0,0,-1,Impersonation,Ran Away,,573574,,,,,,Unknown,,,,,,Female,,,,,,2,,,,,,Male,,,Unknown,,,Unknown,,,,
1276142,Closed,Internet,08/12/16,12:00 AM,S 144th St & Q St,Omaha,NE,68137,Douglas,0,0,0,-1,-1,Question,Ran Away,,573671,,,,,,White,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Pickup Truck,Black
1276151,Closed,Internet,09/05/16,6:10 PM,S Rd & Beechwood Ave,Poughkeepsie,NY,12601,Dutchess,0,0,0,0,-1,Conversation,Other,Children left the area,573685,573688,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Unknown,,,Van,White
1276169,Closed,Internet,08/31/16,12:00 AM,5252 Hickory Hollow Pkwy,Antioch,TN,37013,Davidson,0,0,0,-1,-1,Questions,Unknown,,573707,,,,,,Black,,,,,,Female,,,,,,11,,,,,,Male,,,Unknown,,,Unknown,,,,
1276170,Closed,Internet,08/28/16,6:30 PM,6300 S Lake Shore Dr,Chicago,IL,60649,Cook,0,0,0,0,-1,None,Adult/Child Intervened,,573708,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,Unknown,,,Black,,,Pickup Truck,Blue
1276227,Closed,Internet,08/30/16,12:00 AM,Yorktown Blvd & Sweetbay Dr,Corpus Christi,TX,78418,Nueces,0,0,0,0,-1,Question,Other,The subject drove away.,573787,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Unknown,,,Unknown,,,,"Blue, Dark"
1276229,Closed,Internet,09/06/16,12:00 AM,Hudson St,Corpus Christi,TX,78416,Nueces,0,0,0,0,-1,None,Other,The subject drove away.,573790,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,,,,Hispanic,,,,"Blue, Dark"
1276232,Closed,Internet,08/05/16,8:45 PM,401 S Mt. Juliet Rd,Mt. Juliet,TN,37122,Wilson,0,0,0,0,-1,None,Fought/Broke Free,,573794,573796,573797,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,14,16,18,,,,Male,,,40-50,,,White,,,Pickup Truck,
1276240,Closed,Internet,09/01/16,12:00 AM,Unknown,Forney,TX,75160,Kaufman,0,0,0,-1,-1,Questions,Ran Away,,573804,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Pickup Truck,Black
1276253,Closed,Internet,09/06/16,1:56 PM,23000 Via Canon,Santa Clarita,CA,91321,Los Angeles,0,0,0,0,-1,None,Adult/Child Intervened,,573820,,,,,,Unknown,,,,,,Male,,,,,,4,,,,,,Female,,,,,,Hispanic,,,,
1276320,Closed,Internet,09/03/16,9:50 AM,400 W Clark St,Spencer,WI,54479,Marathon,0,0,0,0,-1,None,Other,The child rode home on her bike.,573906,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Unknown,Male,,Unknown,Unknown,,Unknown,Unknown,,Van,Blue
1276324,Closed,Internet,09/08/16,3:00 PM,4400 N Carlin Springs Rd,Arlington,VA,22203,Arlington,0,0,0,0,-1,Question,Ran Away,,573913,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,30,,,Unknown,,,Van,White
1276332,Closed,Internet,09/05/16,2:00 PM,Rivers Edge Dr,Minooka,IL,60447,Grundy,0,0,0,0,-1,Question; Bicycle,Other,Children left the area,573919,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,35-40,,,White,,,,
1276333,Closed,Internet,09/07/16,12:00 AM,24920 S Sage St,Channahon,IL,60410,Will,-1,0,0,0,-1,Bicycle; Question,Ran Away,,573920,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,35-40,,,White,,,,
1276344,Closed,Internet,08/29/16,6:00 PM,220 N Nova Rd,Ormond Beach,FL,32174,Volusia,0,0,0,0,-1,None,Adult/Child Intervened,,573932,573933,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,2,,,,,Male,,,30-40,,,Hispanic,,,"Sedan, 4 door",Silver
1276350,Closed,Internet,09/01/16,3:15 PM,Woodlawn Dr,Bethel,CT,06801,Fairfield,0,0,0,-1,-1,Question,Ran Away,Child declined the ride,573940,,,,,,Unknown,,,,,,Unknown,,,,,,12,,,,,,Male,,,40,,,Unknown,,,,Black
1276353,Closed,Internet,08/31/16,7:00 AM,65th St & 7th Ave,Miami,FL,33150,Miami-Dade,0,0,-1,-1,0,,Ignored/Refused,,573946,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,Black,,,"Sedan, 4 door",Dark
1276356,Closed,Internet,09/06/16,8:30 PM,Lake St & Angel Dr,Redwood Falls,MN,56283,Redwood,0,0,0,0,-1,Questions,Ignored/Refused,Ran away,573952,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,40-49,,,Unknown,,,Pickup Truck,Dark
1276481,Closed,Internet,09/09/16,4:00 PM,2505 W E Foothill Blvd,San Bernardino,CA,92410,San Bernardino,0,0,0,0,-1,None,Adult/Child Intervened,,574112,574113,574114,,,,Unknown,Unknown,Unknown,,,,Male,Unknown,Unknown,,,,2,Unknown,Unknown,,,,Male,,,20-25,,,Hispanic,,,,
1276491,Closed,Internet,09/10/16,3:00 PM,County Rd 44130,Powderly,TX,75473,Lamar,0,0,0,0,-1,None,Released,,574125,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,30-39,,,Black,,,,
1276494,Closed,Internet,09/01/16,8:10 AM,3100 48th St S,Grand Rapids,WI,54494,Wood,0,0,0,-1,0,,Ignored/Refused,,574128,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,40-45,,,White,,,,
1276500,Closed,Internet,09/09/16,12:00 AM,Whitewater Dr & Whirlpool Square,Loudoun,VA,20165,Loudoun,0,0,0,0,-1,Question,Ran Away,Refused,574134,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Sport Utility,Black
1276518,Closed,Internet,09/08/16,4:30 PM,1010 S 144th St,Omaha,NE,68010,Douglas,0,0,0,0,-1,Assistance/Help; Question,Other,The subject drove away.,574158,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,Pickup Truck,Black
1276527,Closed,Internet,09/08/16,4:30 PM,1010 S 144th St,Omaha,NE,68010,Douglas,0,0,0,0,-1,Help/Assistance; Question,Unknown,,574169,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,Pickup Truck,Black
1276534,Closed,Internet,09/08/16,5:50 PM,1010 S 144th St,Omaha,NE,68010,Douglas,0,0,0,0,-1,Question,None,The subject drove away.,574179,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,Pickup Truck,Black
1276538,Closed,Internet,08/25/16,1:30 PM,River St,Baltic,CT,06330,New London,0,-1,-1,0,-1,Parents sent; Games,Ran Away,,574182,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,40-49,,,Unknown,,,Van,White
1276596,Closed,Internet,08/25/16,2:30 PM,Unknown,Wauregan,CT,06374,Plainfield,0,0,0,0,-1,None,Ran Away,,574264,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Van,White
1276616,Closed,Internet,09/07/16,7:38 PM,S Rockwell St & W 61st St,Chicago,IL,60629,Cook,0,0,0,0,-1,None,Other,The subject fled the area on foot.,574288,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,30-35,,,Black,,,,
1276621,Closed,Internet,09/13/16,7:52 AM,2200 Chaparral Dr,Round Rock,TX,78681,Williamson,0,0,0,0,-1,None,Ignored/Refused,,574295,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,20-30,,,White,,,Truck,Silver
1276625,Closed,Internet,09/02/16,5:45 PM,33-10 98th St,Corona,NY,11368,New York,0,0,0,0,-1,None,Unknown,,574299,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,Hispanic,,,,
1276639,Closed,Internet,09/09/16,5:25 PM,Park St & Jackson St,Elwood,IL,60421,Will,0,0,0,0,-1,Question,Unknown,,574313,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1276641,Closed,Internet,09/06/16,6:00 PM,Bush Dr & Woodbine Dr,Elwood,IL,60421,Will,0,0,0,0,-1,Question,Unknown,,574315,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,Gray
1276681,Closed,Internet,09/12/16,7:30 PM,3900 Wakonda Dr,Bettendorf,IA,52722,Scott,0,0,0,0,-1,None,Unknown,,574367,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,50-55,,,White,,,Pickup Truck,
1276695,Closed,Internet,09/12/16,7:10 PM,3600 Stone Harbor Dr,Midlothian,VA,23113,Chesterfield,0,0,0,0,-1,None,Fought/Broke Free,,574384,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,White,,,"Sedan, 4 door",
1276696,Closed,Internet,09/12/16,3:39 AM,9th Ave & 17th St,Altoona,PA,16601,Blair,0,0,0,0,-1,Unknown,Unknown,,574385,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,White,,,Sport Utility,Blue
1276702,Closed,Internet,09/13/16,7:12 AM,Easton Rd,Hellertown,PA,18055,Northampton,0,0,0,-1,-1,Question,Ignored/Refused,,574391,574394,574395,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,45-55,,,White,,,Pickup Truck,Gray
1276703,Closed,Internet,09/05/16,12:00 AM,Front St,Hellertown,PA,18055,Northampton,0,0,0,-1,-1,Question,Ignored/Refused,,574392,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,45-55,,,White,,,Pickup Truck,Gray
1276712,Closed,Internet,09/13/16,3:10 PM,Dudley Rd,Townsend,MA,01469,Middlesex,0,0,0,0,-1,,Unknown,,574404,574415,,,,,Unknown,Unknown,,,,,Male,Male,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Unknown,,,,
1276806,Closed,Internet,09/11/16,12:00 AM,Hawk Trace Ct NE,Marietta,GA,30066,Cobb,0,0,0,0,-1,Question,Ran Away,Broke free; Declined,574519,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,Male,Female,Unknown,42957,Unknown,Unknown,Unknown,Unknown,,White
1276812,Closed,Internet,09/09/16,3:30 PM,Old Trenton Rd & Emily Ct,West Windsor Township,NJ,08550,Mercer,0,0,0,0,-1,Unknown,Unknown,,574526,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1276813,Closed,Internet,09/13/16,7:00 PM,Benford Dr & Monterey Dr,West Windsor Township,NJ,08550,Mercer,0,0,0,0,-1,Unknown,Unknown,,574527,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,
1276816,Closed,Internet,09/14/16,12:00 AM,5th Ave & 121st St,Troy,NY,12182,Rensselaer,0,0,0,0,-1,None,Unknown,,574531,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,White,,,Truck,
1276817,Closed,Internet,09/14/16,12:00 AM,4th Ave & 116th St,Troy,NY,12182,Rensselaer,0,0,0,0,-1,Question,Unknown,,574532,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,Truck,
1276819,Closed,Internet,09/14/16,5:40 PM,5200 N Northwest Hwy,Chicago,IL,60630,Cook,0,0,0,0,-1,None,Adult/Child Intervened,Walked away,574537,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,40-50,,,White,,,Van,White
1276868,Closed,Internet,09/12/16,11:50 AM,N 5th St Hwy,Muhlenberg Township,PA,19560,Berks,0,0,0,0,-1,Question; Help,Unknown,,574609,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,
1276872,Closed,Internet,09/13/16,12:00 AM,Sheridan Dr & Parkedge Ave,Tonawanda,NY,14150,Erie,0,0,0,0,-1,None,Other,Subject drove away,574618,574620,,,,,Unknown,Unknown,,,,,Male,Male,,,,,14,14,,,,,Male,,,30-35,,,White,,,,
1276873,Closed,Internet,09/12/16,12:00 AM,Starin Ave & Marjorie Dr,Tonawanda,NY,14223,Erie,0,0,0,0,-1,None,Other,Subject drove away,574619,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,Unknown,,,White,,,,Blue
1276877,Closed,Internet,08/31/16,10:59 AM,300 E Blancke St,Linden,NJ,07036,Union,0,0,0,0,-1,Question; Directions,Ran Away,,574623,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,,,,Unknown,,,,
1276886,Closed,Internet,09/01/16,3:15 PM,Stony Hill Rd,Bethel,CT,06801,Fairfield,0,0,0,-1,-1,Question,Ignored/Refused,Ran Away,574636,,,,,,Unknown,,,,,,Unknown,,,,,,12,,,,,,Male,,,40,,,White,,,"Sedan, 4 door",Black
1276891,Closed,Internet,08/29/16,1:20 PM,Tropicana Blvd & 31st Ave SW,Naples,FL,34116,Collier,0,0,0,0,-1,None,Ran Away,Ignored/Refused,574643,,,,,,Unknown,,,,,,Unknown,,,,,,10,,,,,,Male,,,Unknown,,,Hispanic,,,,Silver
1276987,Closed,Internet,08/22/16,4:00 PM,1000 Cubbedge St,Savannah,GA,31415,Chatham,0,0,0,0,-1,None,Unknown,,574792,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Unknown,,,Black,,,,
1276990,Closed,Internet,09/15/16,8:30 AM,Strader Aver,Louisville,KY,40215,Jefferson,0,0,0,-1,-1,Breakfast,Adult/Child Intervened,,574794,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,White
1276993,Closed,Internet,09/17/16,3:30 PM,1000 S Americana Blvd,Boise,ID,83706,Ada,0,0,0,0,-1,None,Adult/Child Intervened,,574800,,,,,,Unknown,,,,,,Male,,,,,,3,,,,,,Male,,,35-39,,,Unknown,,,,
1276995,Closed,Internet,09/14/16,7:00 AM,N Norrie Dr & E Ryan Ave,Kingman,AZ,86409,Mojave,0,0,0,0,-1,Questions,Unknown,,574802,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,50-59,,,White,,,,White
1277003,Closed,Internet,09/11/16,4:00 PM,Stockwell Rd,Hadley,MA,01035,Hampshire,-1,0,0,0,-1,Help,Ran Away,,574810,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Unknown,,,Hispanic,,,Van,Gold
